id_dite,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136
212,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2620.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2620.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2620.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,3120.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2620.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,3130.0,3130.0
213,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2582.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2582.04,2582.04,2582.04,2332.04,2332.04,2332.04,2582.04,2332.04,2582.04,2582.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,3082.04,2332.04,2332.04,2332.04,2332.04,2582.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2332.04,2582.04,2332.04,3092.04,3092.04
214,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2502.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,3002.12,2252.12,2252.12,2502.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2502.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2502.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2502.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,2252.12,3012.12,3012.12
215,2252.74,2252.74,2252.74,2252.74,2502.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,3002.74,2502.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2502.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2502.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,2252.74,3012.74,3012.74
216,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2583.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,3083.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,2333.32,3093.32,3093.32
217,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,502.0,252.0,252.0,502.0,252.0,252.0,252.0,502.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,502.0,252.0,252.0,252.0,252.0,252.0,252.0,502.0,252.0,252.0,252.0,252.0,752.0,252.0,252.0,502.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,252.0,502.0,252.0,252.0,252.0,252.0,1012.0,1012.0
218,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,3120.0,2370.0,2370.0,2620.0,2370.0,2370.0,2370.0,2620.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2620.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2620.0,2370.0,2370.0,2370.0,2370.0,2620.0,2370.0,2370.0,2620.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2620.0,2370.0,2370.0,2370.0,2370.0,3130.0,3130.0
219,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,504.62,254.62,254.62,504.62,254.62,254.62,254.62,504.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,504.62,254.62,254.62,254.62,254.62,254.62,254.62,504.62,254.62,254.62,254.62,254.62,504.62,254.62,254.62,504.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,254.62,754.62,254.62,254.62,254.62,254.62,1014.62,1014.62
220,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2620.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,3120.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,3130.0,3130.0
221,3042.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2542.3,2292.3,2542.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2542.3,2292.3,2292.3,2292.3,2542.3,2292.3,2292.3,2292.3,2542.3,2292.3,2292.3,2542.3,2292.3,2292.3,2292.3,2292.3,2542.3,2292.3,2542.3,2292.3,2292.3,2292.3,2542.3,2292.3,2292.3,2542.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2542.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2542.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2542.3,2542.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2292.3,2542.3,3052.3,3052.3
222,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1500.0,1250.0,1500.0,1250.0,1250.0,1500.0,1500.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1500.0,1500.0,1250.0,1250.0,1500.0,1500.0,1250.0,1250.0,1750.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,2010.0,2010.0
223,2583.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2583.88,2333.88,2583.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2583.88,2333.88,2333.88,2333.88,2583.88,2333.88,2333.88,2333.88,2583.88,2333.88,2333.88,2583.88,2333.88,2333.88,2333.88,2333.88,2583.88,2333.88,2583.88,2333.88,2333.88,2333.88,2583.88,2333.88,2333.88,2583.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2583.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2583.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,3083.88,2583.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2333.88,2583.88,3093.88,3093.88
224,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,3041.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,2291.1,3051.1,3051.1
225,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1750.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,2010.0,2010.0
226,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2661.7,2411.7,2411.7,2911.7,2411.7,2411.7,2411.7,2661.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2661.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2661.7,2411.7,2411.7,2411.7,2411.7,2661.7,2411.7,2411.7,2661.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2411.7,2661.7,2411.7,2411.7,2411.7,2411.7,3171.7,3171.7
227,2542.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2542.56,2292.56,2542.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2542.56,2292.56,2292.56,2292.56,2542.56,2292.56,2292.56,2292.56,2542.56,2292.56,2292.56,2542.56,2292.56,2292.56,2292.56,2292.56,2542.56,2292.56,2542.56,2292.56,2292.56,2292.56,2542.56,2292.56,2292.56,2542.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2542.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,3042.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2542.56,2542.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2292.56,2542.56,3052.56,3052.56
228,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,3003.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,2253.54,3013.54,3013.54
229,2292.52,2542.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2542.52,2292.52,2292.52,2292.52,2292.52,2292.52,2542.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,3042.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2542.52,2292.52,2292.52,2542.52,2292.52,2542.52,2292.52,2292.52,2292.52,2292.52,2542.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,2292.52,3052.52,3052.52
230,2500.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2500.0,2250.0,2500.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2500.0,2250.0,2250.0,2250.0,2500.0,2250.0,2250.0,2250.0,2500.0,2250.0,2250.0,2500.0,2250.0,2250.0,2250.0,2250.0,2500.0,2250.0,2500.0,2250.0,2250.0,2250.0,3000.0,2250.0,2250.0,2500.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2500.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2500.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2500.0,2500.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2500.0,3010.0,3010.0
231,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1500.0,1250.0,1250.0,1500.0,1250.0,1500.0,1250.0,1250.0,1250.0,1250.0,1750.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,2010.0,2010.0
